,0
2006,"#saudemental, #Psicologia, #transtornoafetivo, #bipolar, #psiquiatria, #bipolaridade, #transtornobipolar, #psicofobia"
2007,"#bipolardisorder, #transtornobipolar, #saudemental, #mentalhealth"
2008,"#SaúdeMental, #Prova"
2009,"#aforçadoquerer, #saúdemental"
2010,"#Amem, #saúdemental, #Twitterteamo"
2011,"#cansaço, #mudança, #saúdemental, #ansiedade"
2012,"#AmoMinhaFamília, #saudemental"
2013,"#psicanálise, #SaúdeMental, #pósgraduação"
2014,"#Smile, #YouMatter, #unwindyourmind, #saudemental, #powerfulreverie"
2015,"#Cracolândia, #SaudeMental"
2016,"#Psiquiatria, #MedicinaDoTrabalho, #SaudeMental, #Brasilia"
2017,"#LutaAntimanicomial, #SaudeMental, #Desfile, #18demaio"
2018,"#saudemental, #sindromedeburnout, #universidadedesumanizada"
2019,"#landrober87, #20anos, #saudemental, #AsocAvelaíñaAGuarda"
2020,"#analise, #saudemental, #minhapsicologa, #Deusébom"
2021,"#occ, #saúdemental, #medioscomunicación"
2022,"#AmorAVida, #AForcadoQuerer, #SaudeMental"
2023,"#papodepsicóloga, #façaterapia, #psicanálise, #psicóloga, #saúdemental"
2024,"#saudemental, #energiavital, #sentimentos, #força"
2025,"#socialgoodbr, #mentesemação, #saúdemental, #WorldHealthDay"
2026,"#teoriadaconspiração, #saúdemental"
2027,"#saudemental, #consultoriopsicosentir, #psicologia, #procureumpsicologo"
2028,"#PósGraduação, #Saúde, #SaúdeMental"
2029,"#saúdemental, #nãoéfrescura"
2030,"#simposio, #saudemental, #quasela, #quaseenfermeiros"
2031,"#SaúdeMental, #PrevençãodoSuicídio"
2032,"#MENTALIZE, #PsicologiaOnline, #SaudeMental, #SessaoVirtual, #NaoTenhaMedo, #SejaFeliz"
2033,"#FlashNaGlobo, #SaúdeMental"
2034,"#viver, #saúdemental"
2035,"#motivação, #saúdemental, #depressão, #saúde"
2036,"#acolhimento, #saudemental, #saudeemocional, #bemestarfisico, #corpoemente, #gestalt"
2037,"#BSGI, #SaudeMental"
2038,"#revoltante, #saudemental, #enfermagem, #tristefim"
2039,"#SaúdeMental, #13, #vaiterfestasim"
2040,"#SaudeMental, #Stress"
2041,"#saudemental, #osamigosajudam, #oremos"
2042,"#bemestar, #saude, #esquizofrenia, #saudemental, #Psicologia, #psiquiatria"
2043,"#receptivo, #congresso, #saudemental, #goiania"
2044,"#sipa, #walmart, #conquistandopessoas, #clientes, #saudemental, #maisumapalestra"
2045,"#SaúdeMental, #SouModinhaMesmo"
2046,"#ThamyFormada, #AssistenteSocial, #SaudeMental"
2047,"#EquipeAbelhinhas, #SaúdeMental"
2048,"#saudemental, #medicina, #vidadeinterno"
2049,"#Ansiesade, #depressão, #saudemental, #bullying"
2050,"#SetembroAmarelo, #PrevençãodoSuicídio, #SaúdeMental"
2051,"#RacismoMata, #SaudeMental"
2052,"#prevencaoaosuicidio, #medicina, #saudemental, #procureumpsiquiatra"
2053,"#saúdemental, #psiquiatria"
2054,"#SaúdeMental, #transtornoalimentar"
2055,"#saudemental, #vidadeuniversitaria"
2056,"#PVTO, #SaúdeMental, #EducaçãoInclusiva, #UFTM, #TerapiaOcupacional"
2057,"#saudemental, #Cultura, #Brasil, #confraternização"
2058,"#saudemental, #amor, #profissaoreporter, #respeito, #amopsi"
2059,"#ProfissãoRepórter, #SaúdeMental"
2060,"#profissaoreporter, #saudemental"
2061,"#ProfissaoReporter, #saudemental, #Humanizacao, #Precisamosfalarsobre"
2062,"#ProfissãoRepórter, #Psiquiatria, #Psicologia, #Psicopatologia, #SaúdeMental"
2063,"#saúdemental, #aprendizadopravida, #CAPSAD"
2064,"#SaúdeMental, #Psicose"
2065,"#psicologia, #psiquiatria, #saudemental"
2066,"#saúdemental, #quesevayantodos"
2067,"#PiuPesquisadora, #Amo, #SaudeMental"
2068,"#saudemental, #paz, #interiorizar, #Deus, #positividade"
2069,"#SaúdeMental, #Deus"
2070,"#alivio, #saudemental, #saude"
2071,"#DormirFazBem, #SaúdeMental"
2072,"#ABPcomemora, #ABP, #Psiquiatria, #SaúdeMental, #DiadoAmigo, #ABPeVocê"
2073,"#Estágio, #saudeMental"
2074,"#amor, #intelixencia, #compañía, #saudemental, #placer"
2075,"#saudemental, #amhs, #vida"
2076,"#APAF, #SaúdeMental, #crprj"
2077,"#Estudando, #SaúdeMental"
2078,"#SaudeMental, #bhp20, #rpsp"
2079,"#saudemental, #internet"
2080,"#SaúdeMental, #Espiritualidade"
2081,"#lutaantimanicomial, #SRT, #SaudeMental"
2082,"#SaúdeMental, #Lurdinha"
2083,"#SAÚDEMENTAL, #VICE"
2084,"#novosconhecimentos, #saudemental"
2085,"#saúdemental, #enfermagem"
2086,"#SaudeMental, #TopModelsPestes"
2087,"#Unipautas, #GinásticaCerebral, #SaúdeMental"
2088,"#aula, #saudeMental"
2089,"#FF, #SaúdeMental"
2090,"#AntiChorume, #SaúdeMental"
2091,"#saudemental, #hipnoterapia"
2092,"#saúdemental, #equilíbrio, #coaching"
2093,"#coisasdocoração, #saúdemental"
2094,"#saudecorporal, #saudemental"
2095,"#memory, #memória, #saudemental, #coaching"
2096,"#Estagio, #SaudeMental"
2097,"#foucault, #loucura, #contenção, #estigmas, #saúdemental"
2098,"#duvidas, #terapia, #saudemental"
2099,"#2modulo, #SaudeMental, #Psiquiatria1, #Enfermagem"
2100,"#geledes, #saúdemental"
2101,"#saudemental, #apresentação"
2102,"#Estudando, #Estágio, #SaúdeMental, #Amor, #Psicologia"
2103,"#saúdemental, #exclusiónsocial, #CongresoFEAFES"
2104,"#ESPERTAR, #SaúdeMental"
2105,"#Psicologia, #DNA, #SaúdeMental"
2106,"#prova, #saudemental, #estudandoosdoidos, #umsaco, #enfermagem"
2107,"#BotaACaraNoSol, #SaudeMental, #Estamira"
2108,"#Derruba31Já, #SaúdeMental, #Saúdenotrabalho"
2109,"#cine, #documetais, #SaúdeMental, #discapacidade"
2110,"#Sóosloucossabem, #SaúdeMental"
2111,"#saudemental, #inteligencaemocional"
2112,"#residente, #vidadederesidente, #saudemental"
2113,"#saudemental, #vemprauva, #tonacomissao, #fonolove"
2114,"#bahhhh, #saudemental, #jánãotenhoaminhahámuitotempo"
2115,"#antidepressivonatural, #saudemental, #diabetvbrasil"
2116,"#peace, #mind, #BodyLife, #meditation, #SelfHelp, #motivation, #vida, #Paz, #saude, #saudemental, #love"
2117,"#b4stage4, #saúdemental"
2118,"#jornalismo, #psicologia, #saudemental, #congressonacional, #segurança"
2119,"#SaúdeMental, #Bipolaridade, #SBT"
2120,"#leiamosbonslivros, #sabedoria, #saúdemental"
2121,"#SaudeMental, #votedemilovato"
2122,"#saudemental, #rededesaude"
2123,"#SaúdeMental, #jovens, #MentalHealthMatters, #ONUeJovens, #UN4Youth"
2124,"#IYD2014, #SaúdeMental, #Discriminação, #MentalHealthMatters"
2125,"#Erika1331, #SaudeMental"
2126,"#somostodosloucos, #saudemental"
2127,"#SaúdeMental, #FestaJunina"
2128,"#vidanova, #amando, #tecenfermagem, #saudemental, #tudocontinueassim, #dandocerto"
2129,"#CAPS, #SaúdeMental"
2130,"#drogas, #saúdemental, #PRBCuritiba10"
2131,"#SaúdeMental, #Uesb"
2132,"#SaúdeMental, #UrgênciaeEmergência"
2133,"#saudemental, #positividade, #ICL"
2134,"#SAÚDEMENTAL, #trabalho"
2135,"#IEncontroEstadualDeProtagonismoDosUsuários, #SaúdeMental"
2136,"#assédio, #higieneesegurancadotrabalho, #meioambientedotrabalho, #saudemental"
2137,"#AcabaLogo, #saúdeMental"
2138,"#saúdemental, #saúdeemocional, #fitness"
2139,"#SaúdeMental, #TécnicoEmEnfermagem, #BomDiiia"
